ID,ORG_NM,CNT_STATE,LATEST_STAGE_NM,PRE_PROCESSING_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,SPS_LOAD_HEALTH
130950622,FAST PACE MEDICAL CLINIC PLLC,TN,STOPPED,Red,Green,Red,Green
130950623,PROSPECT MEDICAL GROUP,CA,STOPPED,Yellow,Yellow,Red,Green
130940026,San Diego Physicians MG,CA,STOPPED,Green,Green,Yellow,Green
130938697,Beacon IPA Exec Service Update,NY,STOPPED,Green,Green,Yellow,Green
130937357,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
130937363,"University Radiology at Trinitas, LLC",NJ,STOPPED,Green,Green,Yellow,Green
130930601,Scripps Coastal Medical Center,CA,STOPPED,Yellow,Green,Red,Green
130930596,"Lahey Clinic, INC.",NH,STOPPED,Red,Green,Yellow,Green
130930605,"Privia Medical Group, LLC",VA,STOPPED,Red,Red,Red,Green
130923246,ProHealth Physicians PC,CT,STOPPED,Red,Green,Red,Green
130923247,ACCESS MEDICAL IPA,CA,STOPPED,Yellow,Green,Red,Green
130923242,Freeman Neosho Hospital,KS,STOPPED,Red,Red,Red,Green
130925420,Cmh Professional Group,KS,STOPPED,Red,Red,Red,Green
130920680,Premium Bar,NY,STOPPED,Green,Green,Red,Green
130920681,Premier Bar,NY,STOPPED,Green,Green,Red,Green
130920690,Cmh Professional Group,KS,STOPPED,Red,Red,Red,Green
130919419,Premier Bar,NY,STOPPED,Green,Green,Red,Green
130915280,Kansas University Physicians- Neurology,KS,STOPPED,Red,Red,Red,Green
130915279,Kansas University Physicians- Pediatrics,KS,STOPPED,Red,Red,Red,Green
130915285,Activekidz and Adult Therapy Services,GA,STOPPED,Yellow,Green,Yellow,Green
130915289,Premier Bar,NY,STOPPED,Green,Green,Red,Green
130913541,Clara Barton Hospital,KS,STOPPED,Red,Red,Red,Green
130910472,Kansas University Physicians- Family Medicine,KS,STOPPED,Red,Red,Red,Green
130910469,St Josephs Medical Center of Stockton,CA,STOPPED,Green,Green,Red,Green
130908902,Bert Nash Mental Health,KS,STOPPED,Red,Red,Red,Green
130906616,St Elizabeth Healthcare,KY,STOPPED,Red,Red,Red,Green
130906614,St Elizabeth Physicians,KY,STOPPED,Red,Green,Red,Green
130906613,Phillips County Health Systems Grp,KS,STOPPED,Red,Red,Red,Green
130906612,"Pikes Peak Hospice and Palliative Care, Inc.",CO,STOPPED,Green,Green,Red,Green
130905841,Kids Tlc Outpatient Behavioral Health,KS,STOPPED,Red,Red,Red,Green
130903622,University of Iowa Hospitals and Clinics,IA,STOPPED,Green,Green,Red,Green
130903620,North Georgia Family Medicine LLC,GA,STOPPED,Green,Green,Red,Green
130898409,Theoria Medical,CO,STOPPED,Yellow,Green,Green,Green
130898405,"Aspirus Network, Inc.",WI,STOPPED,Red,Red,Red,Green
130894938,Paramount Health Options,IA,STOPPED,Yellow,Green,Red,Green
130894940,Mmc Hematologyoncology Fpp,NY,STOPPED,Red,Green,Red,Green
130893797,North Georgia Family Medicine LLC,GA,STOPPED,Green,Green,Red,Green
130889617,Parkview Health System,IN,STOPPED,Green,Green,Green,Green
130885110,Fordland Clinic,MO,STOPPED,Green,Green,Red,Green
130882893,NORTH RANGE BEHAVIORAL HEALTH,CO,STOPPED,Red,Green,Red,Green
130882885,Capital Anesthesia Solutions,OH,STOPPED,Green,Green,Red,Green
130881779,J Medical Inc,CO,STOPPED,Green,Green,Yellow,Green
130880769,Dignity Health Medical Network Central Ca,CA,STOPPED,Green,Green,Red,Green
130880775,Baptist Health Deaconess Medical Group,KY,STOPPED,Green,Green,Red,Green
130879781,Interfaith Professional Service PC,NY,STOPPED,Yellow,Red,Green,Green
130879776,CareSTL Health,MO,STOPPED,Yellow,Green,Red,Green
130878815,"Northeast Medical Group, Inc.",CT,STOPPED,Yellow,Green,Yellow,Green
130878819,"EL PROYECTO DEL BARRIO,Inc",CA,STOPPED,Green,Green,Red,Green
130878820,VanLangIPA,TX,STOPPED,Yellow,Green,Red,Green
130878809,SEBASTICOOK VALLEY HEALTH,ME,STOPPED,Yellow,Green,Red,Green
130873474,Optum Health Plan of California,CA,STOPPED,Yellow,Green,Red,Green
130873462,Families of Arkansas,AR,STOPPED,Red,Green,Red,Green
130873465,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
130873469,Southwestern Health Resources Accountable Care Network,TX,STOPPED,Green,Green,Red,Green
130873471,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
130874934,Cook Childrens Physician Network/Er,TX,STOPPED,Red,Green,Green,Green
130874932,Eye Physician Associates Sc,WI,STOPPED,Yellow,Green,Red,Green
130874049,North Shore-Lij Medical PC,NY,STOPPED,Green,Green,Red,Green
130871209,NYU Medical Center,NY,STOPPED,Red,Red,Red,Green
130870112,Independent Physicians Network Inc,WI,STOPPED,Red,Green,Red,Green
130870110,Privia Care Partners Georgia LLC,GA,STOPPED,Red,Green,Red,Green
130870107,Tosa Pediatrics Sc,WI,STOPPED,Yellow,Green,Red,Green
130869259,Optum Fontana-Mango (Fka Pinnacle Medical Group),CA,STOPPED,Red,Green,Red,Green
130869252,HENDRICKS COUNTY HOSPITAL,IN,STOPPED,Green,Green,Yellow,Green
130869264,Houston Physicians Ipa,TX,STOPPED,Green,Green,Green,Green
130869263,Ascentist Physicians Group,KS,STOPPED,Red,Red,Red,Green
130869262,"Healthpro Heritage Rehab and Fitness, LLC",CT,STOPPED,Green,Red,Green,Green
130868441,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
130867635,Family Centers School Based Health Center,CT,STOPPED,Red,Green,Yellow,Green
130863640,Playology Therapy Services LLC,GA,STOPPED,Yellow,Green,Yellow,Green
130861470,North Georgia Family Medicine LLC,GA,STOPPED,Green,Green,Red,Green
130859984,Memorialcare Select Health Plan,CA,STOPPED,Green,Green,Red,Green
130858528,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
130858525,"University Radiology-Atlantic, LLC",NJ,STOPPED,Green,Green,Red,Green
130857332,Stephen Finn Miller,WNY,STOPPED,Green,Green,Green,Green
130855780,Christiana Care,MD,STOPPED,Green,Green,Red,Green
130855776,Mercy Health Oberlin Primary Care,OH,STOPPED,Green,Green,Red,Green
130855779,Optum Fontana-Mango (Fka Pinnacle Medical Group),CA,STOPPED,Red,Green,Red,Green
130854465,CHS Missing Prog ID,NY,STOPPED,Green,Green,Red,Green
130854464,Medical Associates Professional Services,GA,STOPPED,Red,Green,Red,Green
130854463,WellStar Clinical Partner,GA,STOPPED,Red,Green,Red,Green
130853255,GLOBAL CARE MEDICAL GROUP IPA,CA,STOPPED,Green,Green,Red,Green
130851355,"Adjust Mental Health, LLC",IN,STOPPED,Green,Green,Green,Green
130850777,Atlanta Womens Health Group,GA,STOPPED,Green,Green,Red,Green
130850775,Mid-Atlantic Womens Care Plc,VA,STOPPED,Green,Green,Yellow,Green
130849654,Atlanta Womens Health Group,GA,STOPPED,Green,Green,Yellow,Green
130849111,St Vincent Ipa Medical Group,CA,STOPPED,Red,Yellow,Red,Green
130849112,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
130846624,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Red,Red,Red,Green
130842741,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Red,Green,Red,Green
130840995,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
130833924,Promed Pomona Valley PVMG,CA,STOPPED,Yellow,Green,Red,Green
130832619,Southern Colorado Clinic PC,CO,STOPPED,Green,Green,Yellow,Green
130830725,Kings Daughters Medical Specialties,WV,STOPPED,Green,Green,Green,Green
130830319,Shopko 4300,WI,STOPPED,Green,Green,Yellow,Green
130830318,"Cellnetix Pathology, PLLC (St. Francis Oncology Center)",WA,STOPPED,Green,Green,Yellow,Green
130829453,Optum Fontana-Mango (Fka Pinnacle Medical Group),CA,STOPPED,Red,Green,Red,Green
130829454,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
130829455,Centria Healthcare L,VA,STOPPED,Green,Green,Yellow,Green
130829456,Privia Medical Group North Texas,TX,STOPPED,Green,Green,Yellow,Green
130829176,St Vincent Ipa Medical Group,CA,STOPPED,Red,Red,Red,Green
130829175,Myeyedr.,NY,STOPPED,Green,Green,Red,Green
130828115,Sensory Solutions,MO,STOPPED,Green,Green,Yellow,Green
130827232,Audiology Services Company Usa,NATIONAL,STOPPED,Green,Green,Green,Green
130826999,Bert Nash Mental Health,KS,STOPPED,Green,Green,Red,Green
130826330,Aza Health,FL,STOPPED,Green,Green,Green,Green
130825758,Mood Clinical PC,CA,STOPPED,Green,Red,Red,Green
130825033,My Psych Health,AR,STOPPED,Green,Green,Green,Green
130804200,Ascentist Physicians Group,KS,STOPPED,Red,Red,Red,Green
130804201,Lester E Cox Medical Center,MO,STOPPED,Red,Green,Red,Green
130786505,Indiana Applied Behavior Analysis Institute,IN,STOPPED,Yellow,Green,Green,Green
130767868,Baptist Health Medical Group,KY,STOPPED,Red,Red,Red,Green
130746276,Mountain Spring Podiatry,VA,STOPPED,Green,Green,Red,Green
130710331,St Vincent Ipa Medical Group,CA,STOPPED,Red,Yellow,Red,Green
130710332,Genesis Family Health,KS,STOPPED,Yellow,Red,Red,Green
130559933,"Christ Community Health Services, Inc.",TN,STOPPED,Red,Green,Red,Green
130504588,Epic Health and Rehab LLC,CO,STOPPED,Red,Green,Red,Green
130470834,Ascentist Physicians Group,KS,STOPPED,Green,Red,Red,Green
130423358,Kansas University Physicians,KS,STOPPED,Red,Red,Red,Green
130408159,St Vincent Ipa Medical Group,CA,STOPPED,Red,Green,Green,Green
130336244,St Vincent Ipa Medical Group,CA,STOPPED,Red,Green,Green,Green
130330837,GLOBAL CARE MEDICAL GROUP IPA,CA,STOPPED,Yellow,Green,Red,Green
130310593,Stockton Regional Rehabilitation Hospital,CA,STOPPED,Green,Green,Red,Green
130252534,St Vincent Ipa Medical Group,CA,STOPPED,Red,Green,Green,Green
130192057,"Poudre Valley Medical Group, LLC",CO,STOPPED,Red,Red,Red,Green
130156020,GHG Bettendorf HealthPlex,IA,STOPPED,Green,Green,Red,Green
130156017,Chaffey Medical Group,CA,STOPPED,Red,Green,Red,Green
130156016,ARIZONA ALLERGY ASSOCIATES,AZ,STOPPED,Green,Green,Yellow,Green
130156013,North Georgia Family Medicine LLC,GA,STOPPED,Green,Green,Red,Green
130145656,"Poudre Valley Medical Group, LLC",CO,STOPPED,Red,Red,Red,Green
130145657,"Poudre Valley Medical Group, LLC",CO,STOPPED,Red,Red,Red,Green
130139575,"Poudre Valley Medical Group, LLC",CO,STOPPED,Red,Red,Red,Green
129950071,Optum Care Network Greater Bay Area,CA,STOPPED,Red,Red,Red,Green
129811862,Healthcare La IPA,CA,STOPPED,Yellow,Green,Red,Green
129795012,Bella Vista Medical Group,CA,STOPPED,Green,Green,Red,Green
129767406,Central Valley Medical Providers INC.,CA,STOPPED,Yellow,Green,Red,Green
129742829,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Yellow,Green,Red,Green
129729536,St Vincent Ipa Medical Group,CA,STOPPED,Red,Green,Green,Green
129727987,Carelon Medical Partners,CT,STOPPED,Green,Green,Red,Green
129723654,Grady Memorial Hospital Corporation,GA,STOPPED,Green,Green,Red,Green
129711472,Texas Oncology,TX,STOPPED,Green,Green,Red,Green
129711471,Behavioral Health Resources,WA,STOPPED,Red,Green,Red,Green
129711474,Emanate Health Ipa,CA,STOPPED,Yellow,Green,Red,Green
129697133,Paceline Anesthesia,WA,STOPPED,Green,Green,Red,Green
129683186,Mvp Medical Practice,NY,STOPPED,Red,Green,Red,Green
129674191,Paceline Anesthesia,WA,STOPPED,Green,Green,Red,Green
129649666,Paceline Anesthesia,WA,STOPPED,Green,Green,Red,Green
129643467,CEP AMERICA - CALIFORNIA,CA,STOPPED,Yellow,Yellow,Red,Green
129643470,CEP AMERICA - ANESTHESIA PC,CA,STOPPED,Red,Yellow,Red,Green
129637279,Optum Care Network Moreno Valley,CA,STOPPED,Red,Red,Red,Green
129634042,Theoria Medical,IN,STOPPED,Yellow,Green,Red,Green
129622707,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
129619626,Legacy Healthcare Services,GA,STOPPED,Yellow,Yellow,Red,Green
129616548,Legacy Healthcare Services,GA,STOPPED,Yellow,Red,Red,Green
129610399,Paceline Anesthesia,WA,STOPPED,Green,Green,Red,Green
129599673,Centrality Behavior Support Training,IN,STOPPED,Green,Green,Yellow,Green
129599670,Centrality Behavior Support Training,IN,STOPPED,Green,Green,Yellow,Green
129599669,Centrality Behavior Support Training,IN,STOPPED,Green,Green,Red,Green
129591189,Paceline Anesthesia,WA,STOPPED,Green,Green,Red,Green
129591197,Atlanta Womens Health Group,GA,STOPPED,Green,Green,Red,Green
129580951,Trustees of Columbia University in the City of New York,NY,STOPPED,Red,Green,Red,Green
129580958,Trustees of Columbia University in the City of New York,NY,STOPPED,Red,Red,Red,Green
129571621,NYU Medical Center,NY,STOPPED,Red,Red,Red,Green
129571624,Whole Family Health Ctr,FL,STOPPED,Yellow,Red,Yellow,Green
129571627,NYU Hospitals Center,NY,STOPPED,Red,Green,Red,Green
129571631,NYC Health and Hospitals Corporation,NY,STOPPED,Red,Yellow,Red,Green
129571633,NYU Medical Center,NY,STOPPED,Red,Red,Red,Green
129571635,NYC Health and Hospitals Corporation,NY,STOPPED,Green,Green,Red,Green
129571638,North American Partners In Anesthesia Of New Jersey LLC,NJ,STOPPED,Yellow,Yellow,Red,Green
129571620,NYU Hospitals Center,NY,STOPPED,Red,Green,Red,Green
129565566,Anesthesia Associates of Willimantic PC,CT,STOPPED,Green,Green,Red,Green
129562522,Kansas University Physicians,KS,STOPPED,Red,Red,Red,Green
129562531,Ascentist Physicians Group,KS,STOPPED,Red,Red,Red,Green
129562529,Preferred Podiatry Group of Kansas,KS,STOPPED,Red,Red,Red,Green
129558043,Atlanta Womens Health Group,GA,STOPPED,Green,Yellow,Red,Green
129554282,Kansas Univ Phys,KS,STOPPED,Red,Red,Red,Green
129539310,"Beacon IPA, LLC",NY,STOPPED,Red,Green,Red,Green
129539304,"Beacon IPA, LLC",NY,STOPPED,Red,Green,Red,Green
129539306,"Beacon IPA, LLC",NY,STOPPED,Red,Yellow,Red,Green
129530731,"Beacon IPA, LLC",NY,STOPPED,Green,Green,Red,Green
129530729,PEDIATRIC ASSOCIATES,FL,STOPPED,Red,Red,Red,Green
129530724,"Beacon IPA, LLC",NY,STOPPED,Yellow,Green,Red,Green
129512518,NYC Health and Hospitals Corporation,NY,STOPPED,Yellow,Yellow,Red,Green
129505627,Emcfinc Med,GA,STOPPED,Red,Yellow,Red,Green
129500051,Affinia Healthcare,MO,STOPPED,Red,Yellow,Red,Green
129500045,Family Care Health Centers,MO,STOPPED,Red,Yellow,Red,Green
129500044,Montefiore Medical Center Faculty Practice,NY,STOPPED,Red,Yellow,Red,Green
129500042,Samuel U Rodgers Health Center Inc,MO,STOPPED,Red,Green,Red,Green
129500053,Richland Medical Center Inc,MO,STOPPED,Red,Green,Red,Green
129500050,Big Springs Medical Assoc. DBA Missouri Highlands Health Care,MO,STOPPED,Red,Yellow,Red,Green
129495292,Cook Childrens Physician Network/Er,TX,STOPPED,Red,Green,Red,Green
129485613,Level Ahead Georgia,GA,STOPPED,Green,Green,Red,Green
129485614,7_ NSLIJ_ Northwell _20210102101021024,NY,STOPPED,Green,Green,Red,Green
129481165,Avera Health,IA,STOPPED,Yellow,Yellow,Red,Green
129481173,Mount Sinai Doctors Liha,NY,STOPPED,Red,Green,Red,Green
129472908,WellStar Clinical Partner,GA,STOPPED,Red,Red,Red,Green
129472904,"Origin Physical Therapy (CA), Inc.",CA,STOPPED,Yellow,Green,Red,Green
129472911,Columbia Affiliated Physicians Independent Practice Association,NJ,STOPPED,Green,Green,Red,Green
129472900,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Yellow,Yellow,Red,Green
129456828,Bh Services Southeast 1 PC,TN,STOPPED,Green,Green,Red,Green
129456844,Inogen,NATIONAL,STOPPED,Green,Green,Green,Green
129456838,CATHOLIC HEALTH INITIATIVES,CO,STOPPED,Red,Green,Red,Green
129447316,INDIANA UNIVERSITY HEALTH URGENT CARE CENTERS LLC,IN,STOPPED,Yellow,Green,Red,Green
129447322,Total Healthcare,CO,STOPPED,Yellow,Green,Red,Green
129447315,Upper Cumberland Rural Health Clinic PLLC,TN,STOPPED,Yellow,Green,Red,Green
129447319,Indiana University Health Southern Indiana Physicians Inc,IN,STOPPED,Yellow,Green,Red,Green
129439889,"Bayview Physician Services, PC",VA,STOPPED,Yellow,Green,Red,Green
129432493,Union Associated Physicians Clinic LLC,IN,STOPPED,Red,Green,Red,Green
129424635,"THEDACARE ACO, LLC",WI,STOPPED,Red,Red,Red,Green
129424631,Colorado Voice Clinic,CO,STOPPED,Red,Green,Red,Green
129416417,JMG Specialty Physicians,FL,STOPPED,Yellow,Green,Red,Green
129416416,Select Cal Physical Therapy PC,CA,STOPPED,Yellow,Green,Red,Green
129416414,Select CS Physical Therapy,CA,STOPPED,Yellow,Green,Red,Green
129416411,Optimus Health Care,CT,STOPPED,Yellow,Green,Red,Green
129409479,Westchester Med Practice,NY,STOPPED,Red,Green,Red,Green
129400769,Franciscan Physician Network,IN,STOPPED,Red,Green,Red,Green
129400767,Optum Care Network Inland Valley,CA,STOPPED,Red,Red,Red,Green
129400774,Kansas University Physicians,KS,STOPPED,Red,Red,Red,Green
129400773,Ascentist Physicians Group,KS,STOPPED,Red,Red,Red,Green
129395081,Terrio Physical Therapy Fitness,CA,STOPPED,Green,Green,Red,Green
129389982,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
129389986,Sentara Medical Group,VA,STOPPED,Red,Green,Red,Green
129389984,Dallas County Hospital,IA,STOPPED,Green,Green,Red,Green
129389993,Select CS Physical Therapy,CA,STOPPED,Green,Green,Red,Green
129389994,Select Cal Physical Therapy PC,CA,STOPPED,Green,Green,Red,Green
129389995,Cleveland Clinic Foundation,OH,STOPPED,Green,Red,Red,Green
129382391,Virtua Surgical Group Cherry Hill/Sewell,NJ,STOPPED,Yellow,Green,Red,Green
129380109,Northchase Family Practice Clinic,TX,STOPPED,Green,Green,Green,Green
129375861,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
129370563,Optum Care Network - Redlands,CA,STOPPED,Yellow,Green,Red,Green
129368059,St. Agnes Healthcare,MD,STOPPED,Green,Green,Red,Green
129360273,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
129360277,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
129360278,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
129356162,Optum Care Network Monarch,CA,STOPPED,Red,Red,Red,Green
129353689,Optum Care Network Greater Bay Area,CA,STOPPED,Red,Red,Red,Green
129353684,CHARLES B. WANG COMMUNITY HEALTH CENTER,NY,STOPPED,Green,Green,Red,Green
129353685,WellStar Clinical Partner,GA,STOPPED,Yellow,Green,Red,Green
129351219,WellStar Clinical Partner,GA,STOPPED,Red,Red,Red,Green
129343868,New Day Medical P.C.,NY,STOPPED,Green,Green,Yellow,Green
129339489,North Shore-Lij Medical PC,NY,STOPPED,Green,Green,Red,Green
129330961,"Beacon IPA, LLC",NY,STOPPED,Red,Green,Red,Green
129321943,Wellmed Medical Group,TX,STOPPED,Red,Red,Red,Green
129314705,Ohio State University Hospital,OH,STOPPED,Red,Red,Red,Green
129304679,FROEDTERT SOUTH INC,WI,STOPPED,Yellow,Green,Red,Green
129274084,Southwestern Health Resources Accountable Care Network,TX,STOPPED,Green,Red,Red,Green
129259725,University of Kentucky Non Mds Pcp,KY,STOPPED,Red,Green,Red,Green
129252976,HERA HIGH RISK PREGNANCY SPECIALISTS,AZ,STOPPED,Green,Green,Yellow,Green
129233721,Bluebird Kids Health,FL,STOPPED,Green,Green,Green,Green
129229120,Attain Aba Ne,DC,STOPPED,Green,Green,Red,Green
129224547,Mitchell Family Medicine,AR,STOPPED,Green,Green,Green,Green
129224552,Pinnacle Pediatrics Internal Medicine,CO,STOPPED,Green,Green,Red,Green
129222268,Charleston Area Medical Center,WV,STOPPED,Green,Green,Yellow,Green
129219505,Paceline Anesthesia,WA,STOPPED,Green,Green,Red,Green
129216759,Diana Health Fl P.A.,TN,STOPPED,Green,Green,Red,Green
129216757,Cloud Health Medical Group,VA,STOPPED,Green,Green,Yellow,Green
129212680,Becon Rework Defeo,NY,STOPPED,Green,Green,Red,Green
129210416,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
129208981,New Day Medical P.C.,NY,STOPPED,Green,Green,Yellow,Green
129208980,Saint Marys Medical Group,NV,STOPPED,Green,Green,Red,Green
129208979,Northchase Family Practice Clinic,TX,STOPPED,Green,Green,Red,Green
129199492,Midwest Medical Practitioners,MO,STOPPED,Green,Green,Red,Green
129185929,Soine Medical Enterprises,LA,STOPPED,Green,Green,Red,Green
129182107,Radiology Alliance,KY,STOPPED,Green,Green,Red,Green
129177831,Super Speech Therapy,KS,STOPPED,Green,Green,Red,Green
129172747,Shalom Health Care Ctr,IN,STOPPED,Green,Yellow,Yellow,Green
129166032,Miller County Profee,GA,STOPPED,Green,Green,Red,Green
129161548,Cardiovascular Consultants Heart Ctr,CA,STOPPED,Yellow,Red,Red,Green
129154709,Icahn School of Medicine at Mount Sinai ,NY,STOPPED,Red,Red,Red,Green
128948465,Icahn School of Medicine at Mount Sinai ,NY,STOPPED,Red,Green,Red,Green
128864860,San Diego Vamc,CA,STOPPED,Green,Green,Red,Green
128854377,Bh Services Southeast 1 PC,TN,STOPPED,Red,Green,Red,Green
128823624,Optum (Fka Beaver Medical Group),CA,STOPPED,Red,Red,Red,Green
128807462,Optum Fontana-Mango (Fka Pinnacle Medical Group),CA,STOPPED,Red,Red,Red,Green
128785644,Goodside Health Medical PLLC,TX,STOPPED,Yellow,Green,Red,Green
128785647,Community Health Association of Spokane-CHAS,WA,STOPPED,Red,Green,Red,Green
128776399,LSU Healthcare Network Pediatric Billing,LA,STOPPED,Green,Green,Red,Green
128776410,"Acute Care Surgery Medical Group, Inc",CA,STOPPED,Red,Green,Red,Green
128776406,Optum Fontana-Mango (Fka Pinnacle Medical Group),CA,STOPPED,Red,Red,Red,Green
128766239,Choice Physician Network,CA,STOPPED,Green,Green,Red,Green
128766245,C.R.S. Physical Therapy Inc.,CA,STOPPED,Green,Green,Red,Green
128766243,Iowa Physicians Clinic Medical Foundation,IA,STOPPED,Green,Green,Red,Green
128738301,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
128738308,Kitsap Mental Health Services,WA,STOPPED,Red,Green,Red,Green
128729330,Crossing Rivers Health,WI,STOPPED,Green,Green,Red,Green
128729328,Alma Community Network,NY,STOPPED,Red,Green,Red,Green
128719055,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Yellow,Green,Red,Green
128719063,Crossing Rivers Health,WI,STOPPED,Green,Green,Red,Green
128717171,"ANGELES IPA, A MEDICAL CORPORATION",CA,STOPPED,Red,Green,Red,Green
128707708,Optum Care Network Redlands,CA,STOPPED,Red,Red,Red,Green
128701423,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
128701410,Genesis Family Health,KS,STOPPED,Yellow,Red,Red,Green
128701408,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Yellow,Green,Red,Green
128691587,Mid-Atlantic Womens Care Plc,VA,STOPPED,Green,Green,Red,Green
128691590,University of Iowa Hospitals and Clinics,IA,STOPPED,Green,Green,Red,Green
128689380,Saint Lukes Physician Group,KS,STOPPED,Yellow,Red,Red,Green
128682393,Ascentist Physicians Group,KS,STOPPED,Yellow,Red,Red,Green
128682380,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
128682381,Nextstep Counseling Services,AR,STOPPED,Green,Green,Red,Green
128655970,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Green,Green,Red,Green
128655969,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Yellow,Green,Red,Green
128655966,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Red,Green,Red,Green
128655963,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Yellow,Green,Red,Green
128655962,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Green,Green,Red,Green
128655961,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Yellow,Green,Red,Green
128655960,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Red,Green,Red,Green
128655959,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Yellow,Green,Red,Green
128655974,Danville Physician Practices,VA,STOPPED,Red,Green,Red,Green
128637975,Vanderbilt Medical Group,TN,STOPPED,Red,Green,Red,Green
128629306,Cleveland Clinic Foundation,OH,STOPPED,Green,Green,Red,Green
128629311,PROSPECT MEDICAL GROUP,CA,STOPPED,Green,Green,Red,Green
128629313,Memorialcare Select Health Plan,CA,STOPPED,Red,Green,Red,Green
128629305,Promed Pomona Valley PVMG,CA,STOPPED,Yellow,Green,Red,Green
128609135,Ohio State University Hospital,OH,STOPPED,Red,Red,Red,Green
128609126,Ohio State University Hospital,OH,STOPPED,Green,Red,Yellow,Green
128600702,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
128600694,"Complete Infusion Solutions, LLC",MO,STOPPED,Yellow,Green,Red,Green
128600693,PROSPECT MEDICAL GROUP,CA,STOPPED,Yellow,Green,Red,Green
128600692,Optum Health Plan of California,CA,STOPPED,Yellow,Green,Red,Green
128600690,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
128600691,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
128596947,Movement For Life Physical Therapy,CA,STOPPED,Yellow,Green,Red,Green
128591497,Verity Health,LA,STOPPED,Red,Green,Red,Green
128591494,Upper Cumberland Rural Health Clinic PLLC,TN,STOPPED,Red,Green,Red,Green
128591495,Rebecca D Bui Van,CA,STOPPED,Red,Green,Red,Green
128574402,"Southwest General Medical Group, Inc.",OH,STOPPED,Green,Green,Red,Green
128574385,Neurology Services of Dr Wael Kamel,NY,STOPPED,Green,Green,Green,Green
128566269,New Market Health Care,KS,STOPPED,Red,Red,Red,Green
128566266,"METRO PHYSICAL,OCCUPATIONAL,& SPEECH THERAPY PLLC",NY,STOPPED,Green,Green,Red,Green
128558723,VCU HEALTH,VA,STOPPED,Red,Green,Red,Green
128555450,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
128551712,Becon Rework Defeo,NY,STOPPED,Yellow,Red,Green,Green
128551715,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
128547752,Kate Hirschmann-Levy,NY,STOPPED,Yellow,Green,Red,Green
128542448,Premier Health Network CSRA,GA,STOPPED,Yellow,Green,Red,Green
128539807,7_NSLIJ_Northwell_2025093072812410213,NY,STOPPED,Red,Yellow,Red,Green
128534558,FROEDTERT SOUTH INC,WI,STOPPED,Red,Green,Green,Green
128534560,"Beacon IPA, LLC",NY,STOPPED,Yellow,Green,Red,Green
128534561,7_NSLIJ_Northwell_202501017281241021,NY,STOPPED,Red,Green,Red,Green
128531923,Optum Care Network Monarch,CA,STOPPED,Red,Green,Green,Green
128531922,Cloud Health Medical Group,NY,STOPPED,Green,Green,Yellow,Green
128526320,"Key Medical Group, Inc",CA,STOPPED,Yellow,Green,Red,Green
128526333,MOUNTAIN STATES MEDICAL GROUP,TN,STOPPED,Red,Green,Red,Green
128526331,Broward Health Medical Center,FL,STOPPED,Red,Green,Red,Green
